image_id,source_id,template_family,label,edit_type,filename,relative_path,split
tpl1_src014_font_alter_04,tpl1_src014_none_01,1,synthetic_fake,font_alter,tpl1_src014_font_alter_04.png,processed/tpl1_src014_font_alter_04.png,train
tpl1_src015_none_01,tpl1_src015_none_01,1,original,none,tpl1_src015_none_01.png,raw/tpl1_src015_none_01.png,train
tpl1_src015_amount_change_01,tpl1_src015_none_01,1,synthetic_fake,amount_change,tpl1_src015_amount_change_01.png,processed/tpl1_src015_amount_change_01.png,train
tpl1_src015_font_alter_02,tpl1_src015_none_01,1,synthetic_fake,font_alter,tpl1_src015_font_alter_02.png,processed/tpl1_src015_font_alter_02.png,train
tpl1_src015_recompress_03,tpl1_src015_none_01,1,original_transformed,recompress,tpl1_src015_recompress_03.png,processed/tpl1_src015_recompress_03.png,train
tpl1_src015_text_remove_04,tpl1_src015_none_01,1,synthetic_fake,text_remove,tpl1_src015_text_remove_04.png,processed/tpl1_src015_text_remove_04.png,train
tpl1_src016_none_01,tpl1_src016_none_01,1,original,none,tpl1_src016_none_01.png,raw/tpl1_src016_none_01.png,train
tpl1_src016_recompress_01,tpl1_src016_none_01,1,original_transformed,recompress,tpl1_src016_recompress_01.png,processed/tpl1_src016_recompress_01.png,train
tpl1_src016_transaction_id_change_02,tpl1_src016_none_01,1,synthetic_fake,transaction_id_change,tpl1_src016_transaction_id_change_02.png,processed/tpl1_src016_transaction_id_change_02.png,train
tpl1_src016_font_alter_03,tpl1_src016_none_01,1,synthetic_fake,font_alter,tpl1_src016_font_alter_03.png,processed/tpl1_src016_font_alter_03.png,train
tpl1_src016_text_remove_04,tpl1_src016_none_01,1,synthetic_fake,text_remove,tpl1_src016_text_remove_04.png,processed/tpl1_src016_text_remove_04.png,train
tpl1_src018_none_01,tpl1_src018_none_01,1,original,none,tpl1_src018_none_01.png,raw/tpl1_src018_none_01.png,train
tpl1_src018_date_change_01,tpl1_src018_none_01,1,synthetic_fake,date_change,tpl1_src018_date_change_01.png,processed/tpl1_src018_date_change_01.png,train
tpl1_src018_text_insert_02,tpl1_src018_none_01,1,synthetic_fake,text_insert,tpl1_src018_text_insert_02.png,processed/tpl1_src018_text_insert_02.png,train
tpl1_src018_recompress_03,tpl1_src018_none_01,1,original_transformed,recompress,tpl1_src018_recompress_03.png,processed/tpl1_src018_recompress_03.png,train
tpl1_src018_crop_04,tpl1_src018_none_01,1,synthetic_fake,crop,tpl1_src018_crop_04.png,processed/tpl1_src018_crop_04.png,train
tpl1_src019_none_01,tpl1_src019_none_01,1,original,none,tpl1_src019_none_01.png,raw/tpl1_src019_none_01.png,train
tpl1_src019_date_change_01,tpl1_src019_none_01,1,synthetic_fake,date_change,tpl1_src019_date_change_01.png,processed/tpl1_src019_date_change_01.png,train
tpl1_src019_resize_02,tpl1_src019_none_01,1,original_transformed,resize,tpl1_src019_resize_02.png,processed/tpl1_src019_resize_02.png,train
tpl1_src019_crop_03,tpl1_src019_none_01,1,synthetic_fake,crop,tpl1_src019_crop_03.png,processed/tpl1_src019_crop_03.png,train
tpl1_src019_text_remove_04,tpl1_src019_none_01,1,synthetic_fake,text_remove,tpl1_src019_text_remove_04.png,processed/tpl1_src019_text_remove_04.png,train
tpl1_src020_none_01,tpl1_src020_none_01,1,original,none,tpl1_src020_none_01.png,raw/tpl1_src020_none_01.png,train
tpl1_src020_transaction_id_change_01,tpl1_src020_none_01,1,synthetic_fake,transaction_id_change,tpl1_src020_transaction_id_change_01.png,processed/tpl1_src020_transaction_id_change_01.png,train
tpl1_src020_crop_02,tpl1_src020_none_01,1,synthetic_fake,crop,tpl1_src020_crop_02.png,processed/tpl1_src020_crop_02.png,train
tpl1_src020_text_insert_03,tpl1_src020_none_01,1,synthetic_fake,text_insert,tpl1_src020_text_insert_03.png,processed/tpl1_src020_text_insert_03.png,train
tpl1_src020_resize_04,tpl1_src020_none_01,1,original_transformed,resize,tpl1_src020_resize_04.png,processed/tpl1_src020_resize_04.png,train
tpl2_src021_none_01,tpl2_src021_none_01,2,original,none,tpl2_src021_none_01.png,raw/tpl2_src021_none_01.png,train
tpl2_src021_text_remove_01,tpl2_src021_none_01,2,synthetic_fake,text_remove,tpl2_src021_text_remove_01.png,processed/tpl2_src021_text_remove_01.png,train
tpl2_src021_text_insert_02,tpl2_src021_none_01,2,synthetic_fake,text_insert,tpl2_src021_text_insert_02.png,processed/tpl2_src021_text_insert_02.png,train
tpl2_src021_amount_change_03,tpl2_src021_none_01,2,synthetic_fake,amount_change,tpl2_src021_amount_change_03.png,processed/tpl2_src021_amount_change_03.png,train
tpl2_src021_recompress_04,tpl2_src021_none_01,2,original_transformed,recompress,tpl2_src021_recompress_04.png,processed/tpl2_src021_recompress_04.png,train
tpl2_src022_none_01,tpl2_src022_none_01,2,original,none,tpl2_src022_none_01.png,raw/tpl2_src022_none_01.png,train
tpl2_src022_resize_01,tpl2_src022_none_01,2,original_transformed,resize,tpl2_src022_resize_01.png,processed/tpl2_src022_resize_01.png,train
tpl2_src022_transaction_id_change_02,tpl2_src022_none_01,2,synthetic_fake,transaction_id_change,tpl2_src022_transaction_id_change_02.png,processed/tpl2_src022_transaction_id_change_02.png,train
tpl2_src022_amount_change_03,tpl2_src022_none_01,2,synthetic_fake,amount_change,tpl2_src022_amount_change_03.png,processed/tpl2_src022_amount_change_03.png,train
tpl2_src022_text_remove_04,tpl2_src022_none_01,2,synthetic_fake,text_remove,tpl2_src022_text_remove_04.png,processed/tpl2_src022_text_remove_04.png,train
tpl2_src023_none_01,tpl2_src023_none_01,2,original,none,tpl2_src023_none_01.png,raw/tpl2_src023_none_01.png,train
tpl2_src023_date_change_01,tpl2_src023_none_01,2,synthetic_fake,date_change,tpl2_src023_date_change_01.png,processed/tpl2_src023_date_change_01.png,train
tpl2_src023_crop_02,tpl2_src023_none_01,2,synthetic_fake,crop,tpl2_src023_crop_02.png,processed/tpl2_src023_crop_02.png,train
tpl2_src023_font_alter_03,tpl2_src023_none_01,2,synthetic_fake,font_alter,tpl2_src023_font_alter_03.png,processed/tpl2_src023_font_alter_03.png,train
tpl2_src023_text_remove_04,tpl2_src023_none_01,2,synthetic_fake,text_remove,tpl2_src023_text_remove_04.png,processed/tpl2_src023_text_remove_04.png,train
tpl2_src024_none_01,tpl2_src024_none_01,2,original,none,tpl2_src024_none_01.png,raw/tpl2_src024_none_01.png,train
tpl2_src024_crop_01,tpl2_src024_none_01,2,synthetic_fake,crop,tpl2_src024_crop_01.png,processed/tpl2_src024_crop_01.png,train
tpl2_src024_transaction_id_change_02,tpl2_src024_none_01,2,synthetic_fake,transaction_id_change,tpl2_src024_transaction_id_change_02.png,processed/tpl2_src024_transaction_id_change_02.png,train
tpl2_src024_font_alter_03,tpl2_src024_none_01,2,synthetic_fake,font_alter,tpl2_src024_font_alter_03.png,processed/tpl2_src024_font_alter_03.png,train
tpl2_src024_recompress_04,tpl2_src024_none_01,2,original_transformed,recompress,tpl2_src024_recompress_04.png,processed/tpl2_src024_recompress_04.png,train
tpl2_src025_none_01,tpl2_src025_none_01,2,original,none,tpl2_src025_none_01.png,raw/tpl2_src025_none_01.png,train
tpl2_src025_text_remove_01,tpl2_src025_none_01,2,synthetic_fake,text_remove,tpl2_src025_text_remove_01.png,processed/tpl2_src025_text_remove_01.png,train
tpl2_src025_transaction_id_change_02,tpl2_src025_none_01,2,synthetic_fake,transaction_id_change,tpl2_src025_transaction_id_change_02.png,processed/tpl2_src025_transaction_id_change_02.png,train
tpl2_src025_resize_03,tpl2_src025_none_01,2,original_transformed,resize,tpl2_src025_resize_03.png,processed/tpl2_src025_resize_03.png,train
tpl2_src025_amount_change_04,tpl2_src025_none_01,2,synthetic_fake,amount_change,tpl2_src025_amount_change_04.png,processed/tpl2_src025_amount_change_04.png,train
tpl2_src026_none_01,tpl2_src026_none_01,2,original,none,tpl2_src026_none_01.png,raw/tpl2_src026_none_01.png,train
tpl2_src026_text_remove_01,tpl2_src026_none_01,2,synthetic_fake,text_remove,tpl2_src026_text_remove_01.png,processed/tpl2_src026_text_remove_01.png,train
tpl2_src026_date_change_02,tpl2_src026_none_01,2,synthetic_fake,date_change,tpl2_src026_date_change_02.png,processed/tpl2_src026_date_change_02.png,train
tpl2_src026_resize_03,tpl2_src026_none_01,2,original_transformed,resize,tpl2_src026_resize_03.png,processed/tpl2_src026_resize_03.png,train
tpl2_src026_transaction_id_change_04,tpl2_src026_none_01,2,synthetic_fake,transaction_id_change,tpl2_src026_transaction_id_change_04.png,processed/tpl2_src026_transaction_id_change_04.png,train
tpl2_src029_none_01,tpl2_src029_none_01,2,original,none,tpl2_src029_none_01.png,raw/tpl2_src029_none_01.png,train
tpl2_src029_text_insert_01,tpl2_src029_none_01,2,synthetic_fake,text_insert,tpl2_src029_text_insert_01.png,processed/tpl2_src029_text_insert_01.png,train
tpl2_src029_transaction_id_change_02,tpl2_src029_none_01,2,synthetic_fake,transaction_id_change,tpl2_src029_transaction_id_change_02.png,processed/tpl2_src029_transaction_id_change_02.png,train
tpl2_src029_crop_03,tpl2_src029_none_01,2,synthetic_fake,crop,tpl2_src029_crop_03.png,processed/tpl2_src029_crop_03.png,train
tpl2_src029_date_change_04,tpl2_src029_none_01,2,synthetic_fake,date_change,tpl2_src029_date_change_04.png,processed/tpl2_src029_date_change_04.png,train
tpl2_src030_none_01,tpl2_src030_none_01,2,original,none,tpl2_src030_none_01.png,raw/tpl2_src030_none_01.png,train
tpl2_src030_resize_01,tpl2_src030_none_01,2,original_transformed,resize,tpl2_src030_resize_01.png,processed/tpl2_src030_resize_01.png,train
tpl2_src030_font_alter_02,tpl2_src030_none_01,2,synthetic_fake,font_alter,tpl2_src030_font_alter_02.png,processed/tpl2_src030_font_alter_02.png,train
tpl2_src030_transaction_id_change_03,tpl2_src030_none_01,2,synthetic_fake,transaction_id_change,tpl2_src030_transaction_id_change_03.png,processed/tpl2_src030_transaction_id_change_03.png,train
tpl2_src030_date_change_04,tpl2_src030_none_01,2,synthetic_fake,date_change,tpl2_src030_date_change_04.png,processed/tpl2_src030_date_change_04.png,train
tpl2_src031_none_01,tpl2_src031_none_01,2,original,none,tpl2_src031_none_01.png,raw/tpl2_src031_none_01.png,train
tpl2_src031_recompress_01,tpl2_src031_none_01,2,original_transformed,recompress,tpl2_src031_recompress_01.png,processed/tpl2_src031_recompress_01.png,train
tpl2_src031_font_alter_02,tpl2_src031_none_01,2,synthetic_fake,font_alter,tpl2_src031_font_alter_02.png,processed/tpl2_src031_font_alter_02.png,train
tpl2_src031_amount_change_03,tpl2_src031_none_01,2,synthetic_fake,amount_change,tpl2_src031_amount_change_03.png,processed/tpl2_src031_amount_change_03.png,train
tpl2_src031_crop_04,tpl2_src031_none_01,2,synthetic_fake,crop,tpl2_src031_crop_04.png,processed/tpl2_src031_crop_04.png,train
tpl2_src032_none_01,tpl2_src032_none_01,2,original,none,tpl2_src032_none_01.png,raw/tpl2_src032_none_01.png,train
tpl2_src032_font_alter_01,tpl2_src032_none_01,2,synthetic_fake,font_alter,tpl2_src032_font_alter_01.png,processed/tpl2_src032_font_alter_01.png,train
tpl2_src032_recompress_02,tpl2_src032_none_01,2,original_transformed,recompress,tpl2_src032_recompress_02.png,processed/tpl2_src032_recompress_02.png,train
tpl2_src032_text_insert_03,tpl2_src032_none_01,2,synthetic_fake,text_insert,tpl2_src032_text_insert_03.png,processed/tpl2_src032_text_insert_03.png,train
tpl2_src032_text_remove_04,tpl2_src032_none_01,2,synthetic_fake,text_remove,tpl2_src032_text_remove_04.png,processed/tpl2_src032_text_remove_04.png,train
tpl2_src033_none_01,tpl2_src033_none_01,2,original,none,tpl2_src033_none_01.png,raw/tpl2_src033_none_01.png,train
tpl2_src033_text_insert_01,tpl2_src033_none_01,2,synthetic_fake,text_insert,tpl2_src033_text_insert_01.png,processed/tpl2_src033_text_insert_01.png,train
tpl2_src033_text_remove_02,tpl2_src033_none_01,2,synthetic_fake,text_remove,tpl2_src033_text_remove_02.png,processed/tpl2_src033_text_remove_02.png,train
tpl2_src033_amount_change_03,tpl2_src033_none_01,2,synthetic_fake,amount_change,tpl2_src033_amount_change_03.png,processed/tpl2_src033_amount_change_03.png,train
tpl2_src033_font_alter_04,tpl2_src033_none_01,2,synthetic_fake,font_alter,tpl2_src033_font_alter_04.png,processed/tpl2_src033_font_alter_04.png,train
tpl2_src035_none_01,tpl2_src035_none_01,2,original,none,tpl2_src035_none_01.png,raw/tpl2_src035_none_01.png,train
tpl2_src035_text_remove_01,tpl2_src035_none_01,2,synthetic_fake,text_remove,tpl2_src035_text_remove_01.png,processed/tpl2_src035_text_remove_01.png,train
tpl2_src035_transaction_id_change_02,tpl2_src035_none_01,2,synthetic_fake,transaction_id_change,tpl2_src035_transaction_id_change_02.png,processed/tpl2_src035_transaction_id_change_02.png,train
tpl2_src035_date_change_03,tpl2_src035_none_01,2,synthetic_fake,date_change,tpl2_src035_date_change_03.png,processed/tpl2_src035_date_change_03.png,train
tpl2_src035_text_insert_04,tpl2_src035_none_01,2,synthetic_fake,text_insert,tpl2_src035_text_insert_04.png,processed/tpl2_src035_text_insert_04.png,train
tpl2_src037_none_01,tpl2_src037_none_01,2,original,none,tpl2_src037_none_01.png,raw/tpl2_src037_none_01.png,train
tpl2_src037_date_change_01,tpl2_src037_none_01,2,synthetic_fake,date_change,tpl2_src037_date_change_01.png,processed/tpl2_src037_date_change_01.png,train
tpl2_src037_text_remove_02,tpl2_src037_none_01,2,synthetic_fake,text_remove,tpl2_src037_text_remove_02.png,processed/tpl2_src037_text_remove_02.png,train
tpl2_src037_resize_03,tpl2_src037_none_01,2,original_transformed,resize,tpl2_src037_resize_03.png,processed/tpl2_src037_resize_03.png,train
tpl2_src037_font_alter_04,tpl2_src037_none_01,2,synthetic_fake,font_alter,tpl2_src037_font_alter_04.png,processed/tpl2_src037_font_alter_04.png,train
tpl2_src039_none_01,tpl2_src039_none_01,2,original,none,tpl2_src039_none_01.png,raw/tpl2_src039_none_01.png,train
tpl2_src039_crop_01,tpl2_src039_none_01,2,synthetic_fake,crop,tpl2_src039_crop_01.png,processed/tpl2_src039_crop_01.png,train
tpl2_src039_text_insert_02,tpl2_src039_none_01,2,synthetic_fake,text_insert,tpl2_src039_text_insert_02.png,processed/tpl2_src039_text_insert_02.png,train
tpl2_src039_font_alter_03,tpl2_src039_none_01,2,synthetic_fake,font_alter,tpl2_src039_font_alter_03.png,processed/tpl2_src039_font_alter_03.png,train
tpl2_src039_recompress_04,tpl2_src039_none_01,2,original_transformed,recompress,tpl2_src039_recompress_04.png,processed/tpl2_src039_recompress_04.png,train
tpl3_src041_none_01,tpl3_src041_none_01,3,original,none,tpl3_src041_none_01.png,raw/tpl3_src041_none_01.png,train
tpl3_src041_transaction_id_change_01,tpl3_src041_none_01,3,synthetic_fake,transaction_id_change,tpl3_src041_transaction_id_change_01.png,processed/tpl3_src041_transaction_id_change_01.png,train
tpl3_src041_resize_02,tpl3_src041_none_01,3,original_transformed,resize,tpl3_src041_resize_02.png,processed/tpl3_src041_resize_02.png,train
tpl3_src041_font_alter_03,tpl3_src041_none_01,3,synthetic_fake,font_alter,tpl3_src041_font_alter_03.png,processed/tpl3_src041_font_alter_03.png,train
tpl3_src041_text_remove_04,tpl3_src041_none_01,3,synthetic_fake,text_remove,tpl3_src041_text_remove_04.png,processed/tpl3_src041_text_remove_04.png,train
tpl3_src043_none_01,tpl3_src043_none_01,3,original,none,tpl3_src043_none_01.png,raw/tpl3_src043_none_01.png,train
tpl3_src043_text_remove_01,tpl3_src043_none_01,3,synthetic_fake,text_remove,tpl3_src043_text_remove_01.png,processed/tpl3_src043_text_remove_01.png,train
tpl3_src043_text_insert_02,tpl3_src043_none_01,3,synthetic_fake,text_insert,tpl3_src043_text_insert_02.png,processed/tpl3_src043_text_insert_02.png,train
tpl3_src043_transaction_id_change_03,tpl3_src043_none_01,3,synthetic_fake,transaction_id_change,tpl3_src043_transaction_id_change_03.png,processed/tpl3_src043_transaction_id_change_03.png,train
tpl3_src043_crop_04,tpl3_src043_none_01,3,synthetic_fake,crop,tpl3_src043_crop_04.png,processed/tpl3_src043_crop_04.png,train
tpl3_src045_none_01,tpl3_src045_none_01,3,original,none,tpl3_src045_none_01.png,raw/tpl3_src045_none_01.png,train
tpl3_src045_crop_01,tpl3_src045_none_01,3,synthetic_fake,crop,tpl3_src045_crop_01.png,processed/tpl3_src045_crop_01.png,train
tpl3_src045_recompress_02,tpl3_src045_none_01,3,original_transformed,recompress,tpl3_src045_recompress_02.png,processed/tpl3_src045_recompress_02.png,train
tpl3_src045_text_remove_03,tpl3_src045_none_01,3,synthetic_fake,text_remove,tpl3_src045_text_remove_03.png,processed/tpl3_src045_text_remove_03.png,train
tpl3_src045_font_alter_04,tpl3_src045_none_01,3,synthetic_fake,font_alter,tpl3_src045_font_alter_04.png,processed/tpl3_src045_font_alter_04.png,train
tpl3_src046_none_01,tpl3_src046_none_01,3,original,none,tpl3_src046_none_01.png,raw/tpl3_src046_none_01.png,train
tpl3_src046_crop_01,tpl3_src046_none_01,3,synthetic_fake,crop,tpl3_src046_crop_01.png,processed/tpl3_src046_crop_01.png,train
tpl3_src046_resize_02,tpl3_src046_none_01,3,original_transformed,resize,tpl3_src046_resize_02.png,processed/tpl3_src046_resize_02.png,train
tpl3_src046_amount_change_03,tpl3_src046_none_01,3,synthetic_fake,amount_change,tpl3_src046_amount_change_03.png,processed/tpl3_src046_amount_change_03.png,train
tpl3_src046_text_insert_04,tpl3_src046_none_01,3,synthetic_fake,text_insert,tpl3_src046_text_insert_04.png,processed/tpl3_src046_text_insert_04.png,train
tpl3_src047_none_01,tpl3_src047_none_01,3,original,none,tpl3_src047_none_01.png,raw/tpl3_src047_none_01.png,train
tpl3_src047_recompress_01,tpl3_src047_none_01,3,original_transformed,recompress,tpl3_src047_recompress_01.png,processed/tpl3_src047_recompress_01.png,train
tpl3_src047_amount_change_02,tpl3_src047_none_01,3,synthetic_fake,amount_change,tpl3_src047_amount_change_02.png,processed/tpl3_src047_amount_change_02.png,train
tpl3_src047_text_insert_03,tpl3_src047_none_01,3,synthetic_fake,text_insert,tpl3_src047_text_insert_03.png,processed/tpl3_src047_text_insert_03.png,train
tpl3_src047_text_remove_04,tpl3_src047_none_01,3,synthetic_fake,text_remove,tpl3_src047_text_remove_04.png,processed/tpl3_src047_text_remove_04.png,train
tpl3_src048_none_01,tpl3_src048_none_01,3,original,none,tpl3_src048_none_01.png,raw/tpl3_src048_none_01.png,train
tpl3_src048_transaction_id_change_01,tpl3_src048_none_01,3,synthetic_fake,transaction_id_change,tpl3_src048_transaction_id_change_01.png,processed/tpl3_src048_transaction_id_change_01.png,train
tpl3_src048_resize_02,tpl3_src048_none_01,3,original_transformed,resize,tpl3_src048_resize_02.png,processed/tpl3_src048_resize_02.png,train
tpl3_src048_date_change_03,tpl3_src048_none_01,3,synthetic_fake,date_change,tpl3_src048_date_change_03.png,processed/tpl3_src048_date_change_03.png,train
tpl3_src048_amount_change_04,tpl3_src048_none_01,3,synthetic_fake,amount_change,tpl3_src048_amount_change_04.png,processed/tpl3_src048_amount_change_04.png,train
tpl3_src050_none_01,tpl3_src050_none_01,3,original,none,tpl3_src050_none_01.png,raw/tpl3_src050_none_01.png,train
tpl3_src050_text_insert_01,tpl3_src050_none_01,3,synthetic_fake,text_insert,tpl3_src050_text_insert_01.png,processed/tpl3_src050_text_insert_01.png,train
tpl3_src050_date_change_02,tpl3_src050_none_01,3,synthetic_fake,date_change,tpl3_src050_date_change_02.png,processed/tpl3_src050_date_change_02.png,train
tpl3_src050_crop_03,tpl3_src050_none_01,3,synthetic_fake,crop,tpl3_src050_crop_03.png,processed/tpl3_src050_crop_03.png,train
tpl3_src050_font_alter_04,tpl3_src050_none_01,3,synthetic_fake,font_alter,tpl3_src050_font_alter_04.png,processed/tpl3_src050_font_alter_04.png,train
tpl3_src051_none_01,tpl3_src051_none_01,3,original,none,tpl3_src051_none_01.png,raw/tpl3_src051_none_01.png,train
tpl3_src051_text_insert_01,tpl3_src051_none_01,3,synthetic_fake,text_insert,tpl3_src051_text_insert_01.png,processed/tpl3_src051_text_insert_01.png,train
tpl3_src051_transaction_id_change_02,tpl3_src051_none_01,3,synthetic_fake,transaction_id_change,tpl3_src051_transaction_id_change_02.png,processed/tpl3_src051_transaction_id_change_02.png,train
tpl3_src051_recompress_03,tpl3_src051_none_01,3,original_transformed,recompress,tpl3_src051_recompress_03.png,processed/tpl3_src051_recompress_03.png,train
tpl3_src051_font_alter_04,tpl3_src051_none_01,3,synthetic_fake,font_alter,tpl3_src051_font_alter_04.png,processed/tpl3_src051_font_alter_04.png,train
tpl3_src053_none_01,tpl3_src053_none_01,3,original,none,tpl3_src053_none_01.png,raw/tpl3_src053_none_01.png,train
tpl3_src053_text_remove_01,tpl3_src053_none_01,3,synthetic_fake,text_remove,tpl3_src053_text_remove_01.png,processed/tpl3_src053_text_remove_01.png,train
