image_id,source_id,template_family,label,edit_type,amount_changed,date_changed,transaction_id_changed,width,height,file_format,jpeg_quality,filename,relative_path
tpl1_src005_text_insert_01,tpl1_src005_none_01,1,synthetic_fake,text_insert,no,no,no,400,800,PNG,95,tpl1_src005_text_insert_01.png,processed/tpl1_src005_text_insert_01.png
tpl1_src005_text_remove_02,tpl1_src005_none_01,1,synthetic_fake,text_remove,no,no,no,400,800,PNG,95,tpl1_src005_text_remove_02.png,processed/tpl1_src005_text_remove_02.png
tpl1_src005_amount_change_03,tpl1_src005_none_01,1,synthetic_fake,amount_change,yes,no,no,400,800,PNG,95,tpl1_src005_amount_change_03.png,processed/tpl1_src005_amount_change_03.png
tpl1_src005_date_change_04,tpl1_src005_none_01,1,synthetic_fake,date_change,no,yes,no,400,800,PNG,95,tpl1_src005_date_change_04.png,processed/tpl1_src005_date_change_04.png
tpl1_src006_none_01,tpl1_src006_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src006_none_01.png,raw/tpl1_src006_none_01.png
tpl1_src006_transaction_id_change_01,tpl1_src006_none_01,1,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl1_src006_transaction_id_change_01.png,processed/tpl1_src006_transaction_id_change_01.png
tpl1_src006_font_alter_02,tpl1_src006_none_01,1,synthetic_fake,font_alter,no,no,no,400,800,PNG,95,tpl1_src006_font_alter_02.png,processed/tpl1_src006_font_alter_02.png
tpl1_src006_recompress_03,tpl1_src006_none_01,1,original_transformed,recompress,no,no,no,400,800,PNG,60,tpl1_src006_recompress_03.png,processed/tpl1_src006_recompress_03.png
tpl1_src006_date_change_04,tpl1_src006_none_01,1,synthetic_fake,date_change,no,yes,no,400,800,PNG,95,tpl1_src006_date_change_04.png,processed/tpl1_src006_date_change_04.png
tpl1_src007_none_01,tpl1_src007_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src007_none_01.png,raw/tpl1_src007_none_01.png
tpl1_src007_text_insert_01,tpl1_src007_none_01,1,synthetic_fake,text_insert,no,no,no,400,800,PNG,95,tpl1_src007_text_insert_01.png,processed/tpl1_src007_text_insert_01.png
tpl1_src007_amount_change_02,tpl1_src007_none_01,1,synthetic_fake,amount_change,yes,no,no,400,800,PNG,95,tpl1_src007_amount_change_02.png,processed/tpl1_src007_amount_change_02.png
tpl1_src007_crop_03,tpl1_src007_none_01,1,synthetic_fake,crop,no,no,no,400,800,PNG,95,tpl1_src007_crop_03.png,processed/tpl1_src007_crop_03.png
tpl1_src007_transaction_id_change_04,tpl1_src007_none_01,1,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl1_src007_transaction_id_change_04.png,processed/tpl1_src007_transaction_id_change_04.png
tpl1_src008_none_01,tpl1_src008_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src008_none_01.png,raw/tpl1_src008_none_01.png
tpl1_src008_crop_01,tpl1_src008_none_01,1,synthetic_fake,crop,no,no,no,400,800,PNG,95,tpl1_src008_crop_01.png,processed/tpl1_src008_crop_01.png
tpl1_src008_font_alter_02,tpl1_src008_none_01,1,synthetic_fake,font_alter,no,no,no,400,800,PNG,95,tpl1_src008_font_alter_02.png,processed/tpl1_src008_font_alter_02.png
tpl1_src008_date_change_03,tpl1_src008_none_01,1,synthetic_fake,date_change,no,yes,no,400,800,PNG,95,tpl1_src008_date_change_03.png,processed/tpl1_src008_date_change_03.png
tpl1_src008_recompress_04,tpl1_src008_none_01,1,original_transformed,recompress,no,no,no,400,800,PNG,54,tpl1_src008_recompress_04.png,processed/tpl1_src008_recompress_04.png
tpl1_src009_none_01,tpl1_src009_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src009_none_01.png,raw/tpl1_src009_none_01.png
tpl1_src009_transaction_id_change_01,tpl1_src009_none_01,1,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl1_src009_transaction_id_change_01.png,processed/tpl1_src009_transaction_id_change_01.png
tpl1_src009_crop_02,tpl1_src009_none_01,1,synthetic_fake,crop,no,no,no,400,800,PNG,95,tpl1_src009_crop_02.png,processed/tpl1_src009_crop_02.png
tpl1_src009_text_remove_03,tpl1_src009_none_01,1,synthetic_fake,text_remove,no,no,yes,400,800,PNG,95,tpl1_src009_text_remove_03.png,processed/tpl1_src009_text_remove_03.png
tpl1_src009_amount_change_04,tpl1_src009_none_01,1,synthetic_fake,amount_change,yes,no,no,400,800,PNG,95,tpl1_src009_amount_change_04.png,processed/tpl1_src009_amount_change_04.png
tpl1_src010_none_01,tpl1_src010_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src010_none_01.png,raw/tpl1_src010_none_01.png
tpl1_src010_transaction_id_change_01,tpl1_src010_none_01,1,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl1_src010_transaction_id_change_01.png,processed/tpl1_src010_transaction_id_change_01.png
tpl1_src010_resize_02,tpl1_src010_none_01,1,original_transformed,resize,no,no,no,400,800,PNG,95,tpl1_src010_resize_02.png,processed/tpl1_src010_resize_02.png
tpl1_src010_amount_change_03,tpl1_src010_none_01,1,synthetic_fake,amount_change,yes,no,no,400,800,PNG,95,tpl1_src010_amount_change_03.png,processed/tpl1_src010_amount_change_03.png
tpl1_src010_font_alter_04,tpl1_src010_none_01,1,synthetic_fake,font_alter,no,no,no,400,800,PNG,95,tpl1_src010_font_alter_04.png,processed/tpl1_src010_font_alter_04.png
tpl1_src011_none_01,tpl1_src011_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src011_none_01.png,raw/tpl1_src011_none_01.png
tpl1_src011_recompress_01,tpl1_src011_none_01,1,original_transformed,recompress,no,no,no,400,800,PNG,65,tpl1_src011_recompress_01.png,processed/tpl1_src011_recompress_01.png
tpl1_src011_amount_change_02,tpl1_src011_none_01,1,synthetic_fake,amount_change,yes,no,no,400,800,PNG,95,tpl1_src011_amount_change_02.png,processed/tpl1_src011_amount_change_02.png
tpl1_src011_text_remove_03,tpl1_src011_none_01,1,synthetic_fake,text_remove,no,no,no,400,800,PNG,95,tpl1_src011_text_remove_03.png,processed/tpl1_src011_text_remove_03.png
tpl1_src011_transaction_id_change_04,tpl1_src011_none_01,1,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl1_src011_transaction_id_change_04.png,processed/tpl1_src011_transaction_id_change_04.png
tpl1_src012_none_01,tpl1_src012_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src012_none_01.png,raw/tpl1_src012_none_01.png
tpl1_src012_recompress_01,tpl1_src012_none_01,1,original_transformed,recompress,no,no,no,400,800,PNG,65,tpl1_src012_recompress_01.png,processed/tpl1_src012_recompress_01.png
tpl1_src012_transaction_id_change_02,tpl1_src012_none_01,1,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl1_src012_transaction_id_change_02.png,processed/tpl1_src012_transaction_id_change_02.png
tpl1_src012_date_change_03,tpl1_src012_none_01,1,synthetic_fake,date_change,no,yes,no,400,800,PNG,95,tpl1_src012_date_change_03.png,processed/tpl1_src012_date_change_03.png
tpl1_src012_font_alter_04,tpl1_src012_none_01,1,synthetic_fake,font_alter,no,no,no,400,800,PNG,95,tpl1_src012_font_alter_04.png,processed/tpl1_src012_font_alter_04.png
tpl1_src013_none_01,tpl1_src013_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src013_none_01.png,raw/tpl1_src013_none_01.png
tpl1_src013_date_change_01,tpl1_src013_none_01,1,synthetic_fake,date_change,no,yes,no,400,800,PNG,95,tpl1_src013_date_change_01.png,processed/tpl1_src013_date_change_01.png
tpl1_src013_text_insert_02,tpl1_src013_none_01,1,synthetic_fake,text_insert,no,no,no,400,800,PNG,95,tpl1_src013_text_insert_02.png,processed/tpl1_src013_text_insert_02.png
tpl1_src013_recompress_03,tpl1_src013_none_01,1,original_transformed,recompress,no,no,no,400,800,PNG,68,tpl1_src013_recompress_03.png,processed/tpl1_src013_recompress_03.png
tpl1_src013_amount_change_04,tpl1_src013_none_01,1,synthetic_fake,amount_change,yes,no,no,400,800,PNG,95,tpl1_src013_amount_change_04.png,processed/tpl1_src013_amount_change_04.png
tpl1_src014_none_01,tpl1_src014_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src014_none_01.png,raw/tpl1_src014_none_01.png
tpl1_src014_text_insert_01,tpl1_src014_none_01,1,synthetic_fake,text_insert,no,no,no,400,800,PNG,95,tpl1_src014_text_insert_01.png,processed/tpl1_src014_text_insert_01.png
tpl1_src014_amount_change_02,tpl1_src014_none_01,1,synthetic_fake,amount_change,yes,no,no,400,800,PNG,95,tpl1_src014_amount_change_02.png,processed/tpl1_src014_amount_change_02.png
tpl1_src014_resize_03,tpl1_src014_none_01,1,original_transformed,resize,no,no,no,400,800,PNG,95,tpl1_src014_resize_03.png,processed/tpl1_src014_resize_03.png
tpl1_src014_font_alter_04,tpl1_src014_none_01,1,synthetic_fake,font_alter,no,no,no,400,800,PNG,95,tpl1_src014_font_alter_04.png,processed/tpl1_src014_font_alter_04.png
tpl1_src015_none_01,tpl1_src015_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src015_none_01.png,raw/tpl1_src015_none_01.png
tpl1_src015_amount_change_01,tpl1_src015_none_01,1,synthetic_fake,amount_change,yes,no,no,400,800,PNG,95,tpl1_src015_amount_change_01.png,processed/tpl1_src015_amount_change_01.png
tpl1_src015_font_alter_02,tpl1_src015_none_01,1,synthetic_fake,font_alter,no,no,no,400,800,PNG,95,tpl1_src015_font_alter_02.png,processed/tpl1_src015_font_alter_02.png
tpl1_src015_recompress_03,tpl1_src015_none_01,1,original_transformed,recompress,no,no,no,400,800,PNG,65,tpl1_src015_recompress_03.png,processed/tpl1_src015_recompress_03.png
tpl1_src015_text_remove_04,tpl1_src015_none_01,1,synthetic_fake,text_remove,no,no,yes,400,800,PNG,95,tpl1_src015_text_remove_04.png,processed/tpl1_src015_text_remove_04.png
tpl1_src016_none_01,tpl1_src016_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src016_none_01.png,raw/tpl1_src016_none_01.png
tpl1_src016_recompress_01,tpl1_src016_none_01,1,original_transformed,recompress,no,no,no,400,800,PNG,68,tpl1_src016_recompress_01.png,processed/tpl1_src016_recompress_01.png
tpl1_src016_transaction_id_change_02,tpl1_src016_none_01,1,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl1_src016_transaction_id_change_02.png,processed/tpl1_src016_transaction_id_change_02.png
tpl1_src016_font_alter_03,tpl1_src016_none_01,1,synthetic_fake,font_alter,no,no,no,400,800,PNG,95,tpl1_src016_font_alter_03.png,processed/tpl1_src016_font_alter_03.png
tpl1_src016_text_remove_04,tpl1_src016_none_01,1,synthetic_fake,text_remove,no,no,no,400,800,PNG,95,tpl1_src016_text_remove_04.png,processed/tpl1_src016_text_remove_04.png
tpl1_src017_none_01,tpl1_src017_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src017_none_01.png,raw/tpl1_src017_none_01.png
tpl1_src017_crop_01,tpl1_src017_none_01,1,synthetic_fake,crop,no,no,no,400,800,PNG,95,tpl1_src017_crop_01.png,processed/tpl1_src017_crop_01.png
tpl1_src017_resize_02,tpl1_src017_none_01,1,original_transformed,resize,no,no,no,400,800,PNG,95,tpl1_src017_resize_02.png,processed/tpl1_src017_resize_02.png
tpl1_src017_recompress_03,tpl1_src017_none_01,1,original_transformed,recompress,no,no,no,400,800,PNG,60,tpl1_src017_recompress_03.png,processed/tpl1_src017_recompress_03.png
tpl1_src017_font_alter_04,tpl1_src017_none_01,1,synthetic_fake,font_alter,no,no,no,400,800,PNG,95,tpl1_src017_font_alter_04.png,processed/tpl1_src017_font_alter_04.png
tpl1_src018_none_01,tpl1_src018_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src018_none_01.png,raw/tpl1_src018_none_01.png
tpl1_src018_date_change_01,tpl1_src018_none_01,1,synthetic_fake,date_change,no,yes,no,400,800,PNG,95,tpl1_src018_date_change_01.png,processed/tpl1_src018_date_change_01.png
tpl1_src018_text_insert_02,tpl1_src018_none_01,1,synthetic_fake,text_insert,no,no,no,400,800,PNG,95,tpl1_src018_text_insert_02.png,processed/tpl1_src018_text_insert_02.png
tpl1_src018_recompress_03,tpl1_src018_none_01,1,original_transformed,recompress,no,no,no,400,800,PNG,63,tpl1_src018_recompress_03.png,processed/tpl1_src018_recompress_03.png
tpl1_src018_crop_04,tpl1_src018_none_01,1,synthetic_fake,crop,no,no,no,400,800,PNG,95,tpl1_src018_crop_04.png,processed/tpl1_src018_crop_04.png
tpl1_src019_none_01,tpl1_src019_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src019_none_01.png,raw/tpl1_src019_none_01.png
tpl1_src019_date_change_01,tpl1_src019_none_01,1,synthetic_fake,date_change,no,yes,no,400,800,PNG,95,tpl1_src019_date_change_01.png,processed/tpl1_src019_date_change_01.png
tpl1_src019_resize_02,tpl1_src019_none_01,1,original_transformed,resize,no,no,no,400,800,PNG,95,tpl1_src019_resize_02.png,processed/tpl1_src019_resize_02.png
tpl1_src019_crop_03,tpl1_src019_none_01,1,synthetic_fake,crop,no,no,no,400,800,PNG,95,tpl1_src019_crop_03.png,processed/tpl1_src019_crop_03.png
tpl1_src019_text_remove_04,tpl1_src019_none_01,1,synthetic_fake,text_remove,no,no,yes,400,800,PNG,95,tpl1_src019_text_remove_04.png,processed/tpl1_src019_text_remove_04.png
tpl1_src020_none_01,tpl1_src020_none_01,1,original,none,no,no,no,400,800,PNG,95,tpl1_src020_none_01.png,raw/tpl1_src020_none_01.png
tpl1_src020_transaction_id_change_01,tpl1_src020_none_01,1,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl1_src020_transaction_id_change_01.png,processed/tpl1_src020_transaction_id_change_01.png
tpl1_src020_crop_02,tpl1_src020_none_01,1,synthetic_fake,crop,no,no,no,400,800,PNG,95,tpl1_src020_crop_02.png,processed/tpl1_src020_crop_02.png
tpl1_src020_text_insert_03,tpl1_src020_none_01,1,synthetic_fake,text_insert,no,no,no,400,800,PNG,95,tpl1_src020_text_insert_03.png,processed/tpl1_src020_text_insert_03.png
tpl1_src020_resize_04,tpl1_src020_none_01,1,original_transformed,resize,no,no,no,400,800,PNG,95,tpl1_src020_resize_04.png,processed/tpl1_src020_resize_04.png
tpl2_src021_none_01,tpl2_src021_none_01,2,original,none,no,no,no,400,800,PNG,95,tpl2_src021_none_01.png,raw/tpl2_src021_none_01.png
tpl2_src021_text_remove_01,tpl2_src021_none_01,2,synthetic_fake,text_remove,no,no,yes,400,800,PNG,95,tpl2_src021_text_remove_01.png,processed/tpl2_src021_text_remove_01.png
tpl2_src021_text_insert_02,tpl2_src021_none_01,2,synthetic_fake,text_insert,no,no,no,400,800,PNG,95,tpl2_src021_text_insert_02.png,processed/tpl2_src021_text_insert_02.png
tpl2_src021_amount_change_03,tpl2_src021_none_01,2,synthetic_fake,amount_change,yes,no,no,400,800,PNG,95,tpl2_src021_amount_change_03.png,processed/tpl2_src021_amount_change_03.png
tpl2_src021_recompress_04,tpl2_src021_none_01,2,original_transformed,recompress,no,no,no,400,800,PNG,51,tpl2_src021_recompress_04.png,processed/tpl2_src021_recompress_04.png
tpl2_src022_none_01,tpl2_src022_none_01,2,original,none,no,no,no,400,800,PNG,95,tpl2_src022_none_01.png,raw/tpl2_src022_none_01.png
tpl2_src022_resize_01,tpl2_src022_none_01,2,original_transformed,resize,no,no,no,400,800,PNG,95,tpl2_src022_resize_01.png,processed/tpl2_src022_resize_01.png
tpl2_src022_transaction_id_change_02,tpl2_src022_none_01,2,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl2_src022_transaction_id_change_02.png,processed/tpl2_src022_transaction_id_change_02.png
tpl2_src022_amount_change_03,tpl2_src022_none_01,2,synthetic_fake,amount_change,yes,no,no,400,800,PNG,95,tpl2_src022_amount_change_03.png,processed/tpl2_src022_amount_change_03.png
tpl2_src022_text_remove_04,tpl2_src022_none_01,2,synthetic_fake,text_remove,no,no,yes,400,800,PNG,95,tpl2_src022_text_remove_04.png,processed/tpl2_src022_text_remove_04.png
tpl2_src023_none_01,tpl2_src023_none_01,2,original,none,no,no,no,400,800,PNG,95,tpl2_src023_none_01.png,raw/tpl2_src023_none_01.png
tpl2_src023_date_change_01,tpl2_src023_none_01,2,synthetic_fake,date_change,no,yes,no,400,800,PNG,95,tpl2_src023_date_change_01.png,processed/tpl2_src023_date_change_01.png
tpl2_src023_crop_02,tpl2_src023_none_01,2,synthetic_fake,crop,no,no,no,400,800,PNG,95,tpl2_src023_crop_02.png,processed/tpl2_src023_crop_02.png
tpl2_src023_font_alter_03,tpl2_src023_none_01,2,synthetic_fake,font_alter,no,no,no,400,800,PNG,95,tpl2_src023_font_alter_03.png,processed/tpl2_src023_font_alter_03.png
tpl2_src023_text_remove_04,tpl2_src023_none_01,2,synthetic_fake,text_remove,no,no,no,400,800,PNG,95,tpl2_src023_text_remove_04.png,processed/tpl2_src023_text_remove_04.png
tpl2_src024_none_01,tpl2_src024_none_01,2,original,none,no,no,no,400,800,PNG,95,tpl2_src024_none_01.png,raw/tpl2_src024_none_01.png
tpl2_src024_crop_01,tpl2_src024_none_01,2,synthetic_fake,crop,no,no,no,400,800,PNG,95,tpl2_src024_crop_01.png,processed/tpl2_src024_crop_01.png
tpl2_src024_transaction_id_change_02,tpl2_src024_none_01,2,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl2_src024_transaction_id_change_02.png,processed/tpl2_src024_transaction_id_change_02.png
tpl2_src024_font_alter_03,tpl2_src024_none_01,2,synthetic_fake,font_alter,no,no,no,400,800,PNG,95,tpl2_src024_font_alter_03.png,processed/tpl2_src024_font_alter_03.png
tpl2_src024_recompress_04,tpl2_src024_none_01,2,original_transformed,recompress,no,no,no,400,800,PNG,66,tpl2_src024_recompress_04.png,processed/tpl2_src024_recompress_04.png
tpl2_src025_none_01,tpl2_src025_none_01,2,original,none,no,no,no,400,800,PNG,95,tpl2_src025_none_01.png,raw/tpl2_src025_none_01.png
tpl2_src025_text_remove_01,tpl2_src025_none_01,2,synthetic_fake,text_remove,no,no,yes,400,800,PNG,95,tpl2_src025_text_remove_01.png,processed/tpl2_src025_text_remove_01.png
tpl2_src025_transaction_id_change_02,tpl2_src025_none_01,2,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl2_src025_transaction_id_change_02.png,processed/tpl2_src025_transaction_id_change_02.png
tpl2_src025_resize_03,tpl2_src025_none_01,2,original_transformed,resize,no,no,no,400,800,PNG,95,tpl2_src025_resize_03.png,processed/tpl2_src025_resize_03.png
tpl2_src025_amount_change_04,tpl2_src025_none_01,2,synthetic_fake,amount_change,yes,no,no,400,800,PNG,95,tpl2_src025_amount_change_04.png,processed/tpl2_src025_amount_change_04.png
tpl2_src026_none_01,tpl2_src026_none_01,2,original,none,no,no,no,400,800,PNG,95,tpl2_src026_none_01.png,raw/tpl2_src026_none_01.png
tpl2_src026_text_remove_01,tpl2_src026_none_01,2,synthetic_fake,text_remove,no,no,yes,400,800,PNG,95,tpl2_src026_text_remove_01.png,processed/tpl2_src026_text_remove_01.png
tpl2_src026_date_change_02,tpl2_src026_none_01,2,synthetic_fake,date_change,no,yes,no,400,800,PNG,95,tpl2_src026_date_change_02.png,processed/tpl2_src026_date_change_02.png
tpl2_src026_resize_03,tpl2_src026_none_01,2,original_transformed,resize,no,no,no,400,800,PNG,95,tpl2_src026_resize_03.png,processed/tpl2_src026_resize_03.png
tpl2_src026_transaction_id_change_04,tpl2_src026_none_01,2,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl2_src026_transaction_id_change_04.png,processed/tpl2_src026_transaction_id_change_04.png
tpl2_src027_none_01,tpl2_src027_none_01,2,original,none,no,no,no,400,800,PNG,95,tpl2_src027_none_01.png,raw/tpl2_src027_none_01.png
tpl2_src027_date_change_01,tpl2_src027_none_01,2,synthetic_fake,date_change,no,yes,no,400,800,PNG,95,tpl2_src027_date_change_01.png,processed/tpl2_src027_date_change_01.png
tpl2_src027_crop_02,tpl2_src027_none_01,2,synthetic_fake,crop,no,no,no,400,800,PNG,95,tpl2_src027_crop_02.png,processed/tpl2_src027_crop_02.png
tpl2_src027_resize_03,tpl2_src027_none_01,2,original_transformed,resize,no,no,no,400,800,PNG,95,tpl2_src027_resize_03.png,processed/tpl2_src027_resize_03.png
tpl2_src027_transaction_id_change_04,tpl2_src027_none_01,2,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl2_src027_transaction_id_change_04.png,processed/tpl2_src027_transaction_id_change_04.png
tpl2_src028_none_01,tpl2_src028_none_01,2,original,none,no,no,no,400,800,PNG,95,tpl2_src028_none_01.png,raw/tpl2_src028_none_01.png
tpl2_src028_recompress_01,tpl2_src028_none_01,2,original_transformed,recompress,no,no,no,400,800,PNG,51,tpl2_src028_recompress_01.png,processed/tpl2_src028_recompress_01.png
tpl2_src028_transaction_id_change_02,tpl2_src028_none_01,2,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl2_src028_transaction_id_change_02.png,processed/tpl2_src028_transaction_id_change_02.png
tpl2_src028_text_insert_03,tpl2_src028_none_01,2,synthetic_fake,text_insert,no,no,no,400,800,PNG,95,tpl2_src028_text_insert_03.png,processed/tpl2_src028_text_insert_03.png
tpl2_src028_date_change_04,tpl2_src028_none_01,2,synthetic_fake,date_change,no,yes,no,400,800,PNG,95,tpl2_src028_date_change_04.png,processed/tpl2_src028_date_change_04.png
tpl2_src029_none_01,tpl2_src029_none_01,2,original,none,no,no,no,400,800,PNG,95,tpl2_src029_none_01.png,raw/tpl2_src029_none_01.png
tpl2_src029_text_insert_01,tpl2_src029_none_01,2,synthetic_fake,text_insert,no,no,no,400,800,PNG,95,tpl2_src029_text_insert_01.png,processed/tpl2_src029_text_insert_01.png
tpl2_src029_transaction_id_change_02,tpl2_src029_none_01,2,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl2_src029_transaction_id_change_02.png,processed/tpl2_src029_transaction_id_change_02.png
tpl2_src029_crop_03,tpl2_src029_none_01,2,synthetic_fake,crop,no,no,no,400,800,PNG,95,tpl2_src029_crop_03.png,processed/tpl2_src029_crop_03.png
tpl2_src029_date_change_04,tpl2_src029_none_01,2,synthetic_fake,date_change,no,yes,no,400,800,PNG,95,tpl2_src029_date_change_04.png,processed/tpl2_src029_date_change_04.png
tpl2_src030_none_01,tpl2_src030_none_01,2,original,none,no,no,no,400,800,PNG,95,tpl2_src030_none_01.png,raw/tpl2_src030_none_01.png
tpl2_src030_resize_01,tpl2_src030_none_01,2,original_transformed,resize,no,no,no,400,800,PNG,95,tpl2_src030_resize_01.png,processed/tpl2_src030_resize_01.png
tpl2_src030_font_alter_02,tpl2_src030_none_01,2,synthetic_fake,font_alter,no,no,no,400,800,PNG,95,tpl2_src030_font_alter_02.png,processed/tpl2_src030_font_alter_02.png
tpl2_src030_transaction_id_change_03,tpl2_src030_none_01,2,synthetic_fake,transaction_id_change,no,no,yes,400,800,PNG,95,tpl2_src030_transaction_id_change_03.png,processed/tpl2_src030_transaction_id_change_03.png
tpl2_src030_date_change_04,tpl2_src030_none_01,2,synthetic_fake,date_change,no,yes,no,400,800,PNG,95,tpl2_src030_date_change_04.png,processed/tpl2_src030_date_change_04.png
tpl2_src031_none_01,tpl2_src031_none_01,2,original,none,no,no,no,400,800,PNG,95,tpl2_src031_none_01.png,raw/tpl2_src031_none_01.png
tpl2_src031_recompress_01,tpl2_src031_none_01,2,original_transformed,recompress,no,no,no,400,800,PNG,58,tpl2_src031_recompress_01.png,processed/tpl2_src031_recompress_01.png
